first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure,postcode,state,country,property_valuation,Rank,Value,age
Opal,Cleare,Female,6,Database Administrator II,Property,Affluent Customer,Yes,20,2066,NSW,Australia,9,429,0.91,42.0
Ottilie,Wanless,Female,51,Environmental Specialist,Financial Services,Affluent Customer,No,8,2720,NSW,Australia,4,430,0.9095,79.0
Kipper,Circuit,Male,23,Research Assistant IV,Argiculture,Mass Customer,Yes,4,2140,NSW,Australia,8,430,0.9095,45.0
Marilin,Frome,Female,58,Account Executive,IT,Mass Customer,Yes,17,2219,NSW,Australia,9,430,0.9095,44.0
Arel,Abramovitz,Male,72,Nurse Practicioner,Health,Mass Customer,No,16,4650,QLD,Australia,4,433,0.90625,62.0
Kit,Easdon,Male,61,Director of Sales,Property,Affluent Customer,No,12,3156,VIC,Australia,8,433,0.90625,41.0
Gregg,Aimeric,Male,52,Internal Auditor,IT,Mass Customer,No,7,3753,VIC,Australia,5,433,0.90625,28.0
Skipp,Swales,Male,15,Community Outreach Specialist,Entertainment,High Net Worth,Yes,22,3029,VIC,Australia,7,436,0.903125,46.0
Frederich,Glantz,Male,37,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,10,2762,NSW,Australia,8,436,0.903125,22.0
Rodolph,Denniss,Male,28,Geologist III,Property,Affluent Customer,Yes,7,3356,VIC,Australia,2,436,0.903125,45.0
Craggie,Dering,Male,47,Actuary,Financial Services,Mass Customer,No,7,2125,NSW,Australia,10,436,0.903125,67.0
Johna,Bunker,Female,93,Tax Accountant,IT,Mass Customer,Yes,14,3065,VIC,Australia,6,436,0.903125,30.0
Giralda,MacPeake,Female,59,Librarian,Entertainment,High Net Worth,Yes,14,2705,NSW,Australia,1,441,0.901,79.0
Rodney,Trethewey,Male,16,Software Consultant,Financial Services,Affluent Customer,No,15,3030,VIC,Australia,8,441,0.901,23.0
Theresina,Trethewey,Female,30,General Manager,Argiculture,Mass Customer,Yes,14,2650,NSW,Australia,2,441,0.901,33.0
Gleda,Howerd,Female,59,Senior Developer,IT,Mass Customer,No,6,2440,NSW,Australia,2,444,0.9,56.0
Melany,Ladewig,Female,76,Research Associate,Financial Services,Mass Customer,Yes,10,4130,QLD,Australia,7,444,0.9,48.0
Claudell,Rounsefell,Male,67,VP Sales,Financial Services,Affluent Customer,No,8,4217,QLD,Australia,5,444,0.9,26.0
Garwin,Nurden,Male,54,Programmer I,Property,High Net Worth,Yes,5,3142,VIC,Australia,11,444,0.9,62.0
Bunny,Leebetter,Female,83,Quality Engineer,Manufacturing,High Net Worth,Yes,8,4301,QLD,Australia,4,444,0.9,54.0
Matias,Melloi,Male,61,Legal Assistant,Retail,Affluent Customer,No,11,2155,NSW,Australia,10,444,0.9,43.0
Sada,Dowyer,Female,47,Human Resources Manager,Financial Services,High Net Worth,Yes,3,2090,NSW,Australia,10,450,0.8999999999999999,21.0
Anet,Roseman,Female,84,Programmer Analyst III,Financial Services,Mass Customer,No,9,3814,VIC,Australia,4,450,0.8999999999999999,23.0
Katie,Warhurst,Female,0,Help Desk Operator,Retail,High Net Worth,Yes,14,3064,VIC,Australia,5,450,0.8999999999999999,28.0
Celia,Bryden,Female,12,Chemical Engineer,Manufacturing,High Net Worth,No,21,2114,NSW,Australia,9,450,0.8999999999999999,77.0
Stearne,Trolley,Male,42,Automation Specialist IV,Financial Services,High Net Worth,No,14,2137,NSW,Australia,11,450,0.8999999999999999,38.0
Tristam,Larose,Male,70,VP Accounting,Financial Services,Mass Customer,No,17,2137,NSW,Australia,11,455,0.8925,35.0
Laurena,Larose,Female,21,VP Sales,Financial Services,High Net Worth,No,10,3810,VIC,Australia,6,455,0.8925,58.0
Heloise,Fairpool,Female,17,Information Systems Manager,Manufacturing,High Net Worth,No,17,4680,QLD,Australia,3,455,0.8925,43.0
Dory,Malpass,Female,19,Recruiter,Manufacturing,Affluent Customer,Yes,13,4103,QLD,Australia,8,455,0.8925,47.0
Marcellina,Baynton,Female,60,Software Engineer III,Financial Services,Mass Customer,No,16,3141,VIC,Australia,10,455,0.8925,73.0
Gregorius,Leal,Male,7,Operator,Retail,Affluent Customer,Yes,21,2033,NSW,Australia,12,455,0.8925,69.0
Deana,Canton,Female,67,Human Resources Assistant II,Property,Mass Customer,Yes,14,4301,QLD,Australia,3,455,0.8925,45.0
Kori,Sparsholt,Female,59,Office Assistant II,Manufacturing,Mass Customer,Yes,19,2171,NSW,Australia,9,455,0.8925,80.0
Lucky,Klainman,Female,24,Chief Design Engineer,Retail,Mass Customer,No,8,3758,VIC,Australia,4,455,0.8925,72.0
Erasmus,Olenchenko,Male,56,Software Test Engineer IV,Property,Mass Customer,Yes,5,2484,NSW,Australia,7,464,0.8906249999999999,55.0
Carita,Sand,Female,25,Quality Engineer,Retail,Mass Customer,No,16,2154,NSW,Australia,11,464,0.8906249999999999,43.0
Lynnett,Tipper,Female,22,Social Worker,Health,High Net Worth,Yes,2,3109,VIC,Australia,10,466,0.89,26.0
Thorn,Stigers,Male,42,Business Systems Development Analyst,Financial Services,Mass Customer,No,19,4115,QLD,Australia,8,466,0.89,48.0
Lela,Billing,Female,38,Programmer Analyst III,Financial Services,Mass Customer,Yes,18,2571,NSW,Australia,7,468,0.8898437499999999,49.0
Norah,Mapis,Female,75,Assistant Manager,Argiculture,Mass Customer,No,10,2263,NSW,Australia,9,468,0.8898437499999999,19.0
Moina,Rosenbaum,Female,50,Graphic Designer,IT,Mass Customer,No,14,3109,VIC,Australia,10,468,0.8898437499999999,18.0
Ceciley,Harg,Female,50,Nurse Practicioner,Retail,Mass Customer,Yes,4,4172,QLD,Australia,7,471,0.8875,29.0
Torry,de la Valette Parisot,Male,95,VP Marketing,Telecommunications,Mass Customer,Yes,18,3168,VIC,Australia,9,471,0.8875,53.0
Sigismund,Sedger,Male,9,Accountant II,Manufacturing,Affluent Customer,No,7,2155,NSW,Australia,10,473,0.884,20.0
Irvine,Headon,Male,99,Geologist III,IT,Affluent Customer,Yes,20,2322,NSW,Australia,5,473,0.884,64.0
Laurie,Headon,Male,31,Assistant Media Planner,Entertainment,Mass Customer,Yes,15,2210,NSW,Australia,10,475,0.8818749999999999,40.0
Tomkin,Bernlin,Male,7,Food Chemist,Health,Affluent Customer,Yes,9,2480,NSW,Australia,3,475,0.8818749999999999,18.0
Genni,Fanstone,Female,25,Administrative Assistant II,Entertainment,Mass Customer,No,16,3149,VIC,Australia,10,475,0.8818749999999999,47.0
Blondie,Fanstone,Female,43,Actuary,Financial Services,High Net Worth,No,11,2565,NSW,Australia,8,478,0.88,24.0
Aloysius,Killingsworth,Male,89,VP Quality Control,Manufacturing,Mass Customer,No,12,2145,NSW,Australia,9,478,0.88,63.0
Carola,Philler,Female,73,Dental Hygienist,Health,High Net Worth,No,15,2145,NSW,Australia,7,478,0.88,69.0
Fitzgerald,Hellikes,Male,25,Media Manager IV,Health,Mass Customer,Yes,10,3040,VIC,Australia,7,478,0.88,40.0
Ingmar,Okenden,Male,97,Compensation Analyst,Financial Services,Mass Customer,Yes,8,3216,VIC,Australia,2,478,0.88,61.0
Tina,Dunstan,Female,13,Account Representative IV,Retail,Affluent Customer,No,13,2171,NSW,Australia,7,483,0.8765625,81.0
Huberto,Mollatt,Male,82,Programmer IV,IT,Mass Customer,Yes,14,2770,NSW,Australia,7,483,0.8765625,58.0
Georgi,Mollatt,Male,29,Assistant Manager,Manufacturing,High Net Worth,No,11,3215,VIC,Australia,4,485,0.8755,50.0
Adolpho,Bellerby,Male,46,VP Sales,Financial Services,High Net Worth,Yes,13,4305,QLD,Australia,4,486,0.875,75.0
Kelsey,Hatt,Female,69,Senior Sales Associate,Financial Services,High Net Worth,No,8,3930,VIC,Australia,6,486,0.875,54.0
Lucien,Hatt,Male,83,Automation Specialist IV,Financial Services,High Net Worth,Yes,19,4305,QLD,Australia,3,486,0.875,53.0
Ariel,McCloid,Male,4,Human Resources Manager,Health,High Net Worth,Yes,6,3630,VIC,Australia,1,486,0.875,26.0
Bevvy,Openshaw,Female,68,Staff Scientist,Financial Services,Affluent Customer,Yes,10,2318,NSW,Australia,3,486,0.875,45.0
Alexina,Mabley,Female,72,Web Designer IV,Manufacturing,Mass Customer,Yes,10,2573,NSW,Australia,9,486,0.875,44.0
Dawn,Pyffe,Female,56,Media Manager III,Retail,Mass Customer,No,11,3155,VIC,Australia,8,492,0.8712499999999999,55.0
Claudette,Renackowna,Female,55,Administrative Officer,Manufacturing,Mass Customer,No,2,2148,NSW,Australia,8,492,0.8712499999999999,24.0
Elianora,Poolton,Female,15,Programmer II,IT,Mass Customer,Yes,21,3134,VIC,Australia,9,494,0.867,76.0
Park,Poolton,Male,39,Nurse Practicioner,IT,Affluent Customer,No,14,4350,QLD,Australia,7,495,0.86328125,42.0
Anthony,Lindstrom,Male,86,Geologist IV,Financial Services,Affluent Customer,Yes,10,2205,NSW,Australia,10,495,0.86328125,22.0
Liane,Poizer,Female,59,Analyst Programmer,Property,High Net Worth,No,13,2076,NSW,Australia,11,495,0.86328125,68.0
Romonda,Hallt,Female,69,Operator,Entertainment,Affluent Customer,No,15,2480,NSW,Australia,4,498,0.8606250000000001,60.0
Sula,Thomann,Female,56,Assistant Manager,Financial Services,Mass Customer,No,6,2160,NSW,Australia,9,498,0.8606250000000001,31.0
Renell,Earley,Female,5,Compensation Analyst,Financial Services,Mass Customer,Yes,11,4171,QLD,Australia,5,500,0.86,65.0
Cliff,Philipsson,Male,82,Structural Analysis Engineer,Argiculture,Mass Customer,No,16,3149,VIC,Australia,10,500,0.86,53.0
Clevey,Aisthorpe,Male,27,Software Consultant,Argiculture,Mass Customer,Yes,8,2009,NSW,Australia,9,502,0.8584999999999999,43.0
Cariotta,Aisthorpe,Female,10,Assistant Media Planner,Entertainment,Affluent Customer,Yes,17,2527,NSW,Australia,7,502,0.8584999999999999,45.0
George,Jose,Male,68,Payment Adjustment Coordinator,Retail,High Net Worth,Yes,20,4680,QLD,Australia,4,504,0.8500000000000001,59.0
Kissiah,Foat,Female,30,Graphic Designer,Health,Mass Customer,Yes,19,2281,NSW,Australia,9,504,0.8500000000000001,44.0
Milty,Brauninger,Male,13,Payment Adjustment Coordinator,Entertainment,High Net Worth,No,11,2640,NSW,Australia,7,504,0.8500000000000001,75.0
Killian,Nettles,Male,44,Marketing Assistant,Health,Affluent Customer,No,4,3803,VIC,Australia,7,507,0.85,39.0
Fredia,Favelle,Female,94,Teacher,Manufacturing,Mass Customer,Yes,19,4014,QLD,Australia,8,507,0.85,45.0
Katleen,Arnoult,Female,6,VP Product Management,Manufacturing,Mass Customer,Yes,13,2066,NSW,Australia,9,507,0.85,43.0
Gaultiero,Fibbens,Male,41,Help Desk Technician,Telecommunications,Affluent Customer,No,9,2035,NSW,Australia,11,507,0.85,40.0
Inglebert,Aspinal,Male,4,Financial Analyst,Financial Services,Mass Customer,No,11,2176,NSW,Australia,8,507,0.85,46.0
Jammal,Devenny,Male,57,Marketing Manager,Retail,High Net Worth,No,12,3152,VIC,Australia,9,507,0.85,21.0
Adriane,Richardson,Female,81,Data Coordiator,Manufacturing,High Net Worth,No,9,3070,VIC,Australia,8,513,0.8415,44.0
Jodi,Lermit,Female,94,Chief Design Engineer,Health,Mass Customer,Yes,10,4021,QLD,Australia,2,513,0.8415,66.0
Emelia,Ackwood,Female,72,Senior Cost Accountant,Financial Services,Mass Customer,Yes,10,4183,QLD,Australia,9,515,0.839375,31.0
Andee,Huke,Female,91,Environmental Tech,Manufacturing,Mass Customer,No,9,3858,VIC,Australia,2,515,0.839375,49.0
Isa,Fominov,Male,75,Physical Therapy Assistant,Health,Mass Customer,Yes,5,2010,NSW,Australia,9,515,0.839375,19.0
Zabrina,Margram,Female,87,Marketing Manager,Manufacturing,High Net Worth,Yes,11,4053,QLD,Australia,8,515,0.839375,56.0
Maddalena,Angood,Female,79,Junior Executive,Manufacturing,Affluent Customer,No,12,2320,NSW,Australia,4,515,0.839375,20.0
Sofie,Worsfold,Female,87,Environmental Tech,Retail,Mass Customer,Yes,9,4125,QLD,Australia,6,520,0.8375,65.0
Elmira,Vasilyev,Female,33,Senior Quality Engineer,Manufacturing,High Net Worth,No,12,2007,NSW,Australia,9,520,0.8375,68.0
Free,Rowland,Male,42,Accountant III,Financial Services,Mass Customer,Yes,12,3796,VIC,Australia,8,520,0.8375,64.0
Worthington,Cohane,Male,60,Chief Design Engineer,Entertainment,High Net Worth,No,2,2000,NSW,Australia,12,520,0.8375,29.0
Bailey,Bereford,Male,44,Senior Sales Associate,Argiculture,Affluent Customer,Yes,11,2444,NSW,Australia,6,524,0.83671875,69.0
Perry,Whitehurst,Male,79,Structural Engineer,Manufacturing,High Net Worth,Yes,8,3155,VIC,Australia,7,524,0.83671875,40.0
Antony,Tuma,Male,11,Environmental Tech,Telecommunications,High Net Worth,Yes,13,3078,VIC,Australia,10,526,0.833,66.0
Corene,Hallgate,Female,26,Senior Cost Accountant,Financial Services,Mass Customer,Yes,14,3103,VIC,Australia,12,526,0.833,55.0
Nico,Chadwick,Male,97,Research Assistant IV,Financial Services,Affluent Customer,No,13,3190,VIC,Australia,8,526,0.833,67.0
Joline,Skipperbottom,Female,59,Desktop Support Technician,Health,High Net Worth,No,9,2161,NSW,Australia,9,529,0.83,48.0
Ivy,Farr,Female,56,Office Assistant IV,IT,High Net Worth,No,19,2120,NSW,Australia,11,530,0.8287500000000001,47.0
Dallas,Lavalde,Female,18,Product Engineer,Financial Services,Mass Customer,No,12,2323,NSW,Australia,4,530,0.8287500000000001,21.0
Amabel,Lavalde,Female,71,Chief Design Engineer,Financial Services,Mass Customer,Yes,9,2144,NSW,Australia,6,530,0.8287500000000001,38.0
Hilario,McCulloch,Male,61,Physical Therapy Assistant,Retail,Mass Customer,No,8,3051,VIC,Australia,8,530,0.8287500000000001,34.0
Jim,Haddrell,Male,55,Associate Professor,Financial Services,Mass Customer,No,9,2358,NSW,Australia,3,530,0.8287500000000001,65.0
Jacobo,Mucklow,Male,62,Computer Systems Analyst I,Financial Services,High Net Worth,Yes,22,3122,VIC,Australia,8,530,0.8287500000000001,67.0
Gretel,Paschke,Female,10,Editor,Financial Services,Mass Customer,Yes,17,4074,QLD,Australia,7,536,0.8250000000000001,64.0
Jethro,Mertel,Male,16,Software Consultant,Argiculture,Mass Customer,Yes,15,2262,NSW,Australia,6,536,0.8250000000000001,41.0
Dwain,Hatch,Male,62,Marketing Assistant,Health,Affluent Customer,No,15,3028,VIC,Australia,8,536,0.8250000000000001,25.0
Lucretia,D'Agostini,Female,41,Database Administrator III,Manufacturing,High Net Worth,No,15,3185,VIC,Australia,7,536,0.8250000000000001,41.0
Claude,Bowstead,Female,37,Accounting Assistant III,Manufacturing,Mass Customer,No,7,2217,NSW,Australia,12,536,0.8250000000000001,22.0
Donn,MacGregor,Male,80,Civil Engineer,Manufacturing,High Net Worth,No,5,2046,NSW,Australia,10,536,0.8250000000000001,55.0
Laurel,Devennie,Female,78,VP Product Management,Manufacturing,Affluent Customer,No,13,4352,QLD,Australia,5,536,0.8250000000000001,43.0
Elvira,Darthe,Female,10,Accounting Assistant I,Financial Services,Affluent Customer,No,16,2168,NSW,Australia,9,536,0.8250000000000001,45.0
Angie,Tansley,Male,68,VP Sales,Manufacturing,Mass Customer,No,8,2444,NSW,Australia,7,544,0.8245,69.0
Terrence,Dalligan,Male,60,Chemical Engineer,Manufacturing,High Net Worth,Yes,2,3200,VIC,Australia,6,544,0.8245,22.0
Katy,Crooke,Female,0,Food Chemist,Health,Mass Customer,No,13,2111,NSW,Australia,12,546,0.8234374999999999,43.0
Sammy,Borsi,Female,99,Accountant III,Financial Services,Mass Customer,No,5,2289,NSW,Australia,7,546,0.8234374999999999,48.0
Morganica,Ainsbury,Female,37,Senior Editor,Entertainment,High Net Worth,Yes,9,2151,NSW,Australia,10,546,0.8234374999999999,47.0
Nils,Champion,Male,69,Programmer III,Retail,Affluent Customer,No,13,2750,NSW,Australia,9,549,0.82,36.0
Beverlee,Querree,Female,42,Marketing Manager,Financial Services,High Net Worth,Yes,12,2075,NSW,Australia,12,549,0.82,29.0
Cami,Eitter,Female,34,Professor,Manufacturing,High Net Worth,Yes,11,3081,VIC,Australia,9,551,0.818125,41.0
Reiko,Degenhardt,Female,83,Financial Analyst,Financial Services,High Net Worth,Yes,5,4280,QLD,Australia,6,552,0.816,44.0
Cord,Dunsmore,Male,12,Internal Auditor,Manufacturing,Mass Customer,Yes,13,4301,QLD,Australia,3,552,0.816,21.0
Gabey,Kennicott,Female,55,Developer I,Financial Services,Affluent Customer,No,17,2322,NSW,Australia,6,552,0.816,62.0
Jacqui,Devey,Female,79,Analyst Programmer,Financial Services,High Net Worth,Yes,13,2261,NSW,Australia,8,555,0.8125,24.0
Byrom,Ramas,Male,23,Help Desk Technician,Manufacturing,High Net Worth,No,12,2528,NSW,Australia,7,555,0.8125,26.0
Worthington,Ahmed,Male,79,Senior Cost Accountant,Financial Services,High Net Worth,No,13,3335,VIC,Australia,3,555,0.8125,48.0
Chico,Dye,Male,46,Speech Pathologist,Manufacturing,High Net Worth,No,13,2526,NSW,Australia,9,555,0.8125,26.0
Davidde,Cockroft,Male,70,Geological Engineer,Manufacturing,High Net Worth,No,8,2158,NSW,Australia,12,555,0.8125,73.0
Charlie,Dmych,Male,60,Account Coordinator,Manufacturing,High Net Worth,No,13,2263,NSW,Australia,6,555,0.8125,70.0
Donn,Chaney,Male,15,Research Assistant II,Property,Mass Customer,No,13,4701,QLD,Australia,3,561,0.81015625,69.0
Kamila,Parsonage,Female,80,Nurse Practicioner,Property,Mass Customer,No,5,4131,QLD,Australia,8,562,0.81,66.0
Barth,Sapshed,Male,4,Executive Secretary,Financial Services,Mass Customer,Yes,13,4520,QLD,Australia,10,563,0.8075,26.0
Padriac,Collacombe,Male,67,Software Consultant,Health,Affluent Customer,No,13,2090,NSW,Australia,10,563,0.8075,53.0
Olive,Mozzi,Female,87,Account Representative IV,Retail,Affluent Customer,Yes,20,2567,NSW,Australia,9,563,0.8075,65.0
Benedict,Rosas,Male,73,Actuary,Financial Services,High Net Worth,Yes,15,2142,NSW,Australia,6,563,0.8075,64.0
Virginia,De Antoni,Female,17,Executive Secretary,Telecommunications,High Net Worth,Yes,12,2030,NSW,Australia,10,563,0.8075,56.0
Nicolas,O'Donnell,Male,40,Internal Auditor,Health,Mass Customer,Yes,14,3177,VIC,Australia,7,568,0.8,33.0
Oswald,MacCarlich,Male,81,Assistant Media Planner,Entertainment,Mass Customer,No,14,4717,QLD,Australia,1,568,0.8,28.0
Ailyn,Howgate,Female,66,Electrical Engineer,Manufacturing,Mass Customer,Yes,2,4213,QLD,Australia,7,568,0.8,18.0
Karol,Salthouse,Female,53,Research Assistant III,Financial Services,Mass Customer,Yes,18,2570,NSW,Australia,8,568,0.8,51.0
Esdras,Birchett,Male,81,Assistant Media Planner,Entertainment,Mass Customer,Yes,21,2258,NSW,Australia,9,568,0.8,69.0
Wilfrid,Gertray,Male,1,Accounting Assistant I,Financial Services,Mass Customer,No,16,2766,NSW,Australia,8,568,0.8,77.0
Charmain,Styles,Female,49,Programmer Analyst I,Property,High Net Worth,Yes,18,3029,VIC,Australia,7,574,0.7989999999999999,55.0
Harlene,Nono,Male,69,Human Resources Manager,IT,Mass Customer,No,12,2170,NSW,Australia,7,575,0.796875,38.0
Kirsteni,Gritskov,Female,66,Information Systems Manager,Financial Services,Mass Customer,No,4,2560,NSW,Australia,7,575,0.796875,22.0
Bobby,Summersby,Male,90,Sales Associate,Financial Services,Affluent Customer,No,7,3350,VIC,Australia,2,575,0.796875,76.0
Shepherd,Dutchburn,Male,33,Senior Sales Associate,Financial Services,High Net Worth,Yes,9,2160,NSW,Australia,9,575,0.796875,43.0
Berenice,Kaesmakers,Female,64,Sales Representative,Retail,Mass Customer,No,11,2145,NSW,Australia,9,575,0.796875,25.0
Jesse,Crosio,Male,75,Data Coordiator,Manufacturing,Mass Customer,Yes,13,3133,VIC,Australia,8,575,0.796875,26.0
Cordi,Thornton,Female,47,Structural Engineer,Telecommunications,Mass Customer,No,11,2028,NSW,Australia,10,575,0.796875,47.0
Debbie,Tillman,Female,3,Account Coordinator,Manufacturing,High Net Worth,Yes,13,4551,QLD,Australia,8,582,0.79,30.0
Judie,Pirkis,Female,2,Recruiter,IT,Affluent Customer,Yes,4,2111,NSW,Australia,11,583,0.7875,24.0
Flin,Yoskowitz,Male,9,Registered Nurse,Health,Mass Customer,Yes,11,2574,NSW,Australia,7,583,0.7875,24.0
Noel,Sturch,Female,26,Environmental Specialist,Health,Mass Customer,No,10,3585,VIC,Australia,1,583,0.7875,68.0
Letizia,Poore,Female,27,Web Developer II,Manufacturing,Affluent Customer,No,15,3677,VIC,Australia,3,583,0.7875,81.0
Raynard,Poore,Male,32,Statistician III,Health,Affluent Customer,No,14,4132,QLD,Australia,6,587,0.78625,24.0
Kiley,Grunder,Male,95,Cost Accountant,Financial Services,Affluent Customer,Yes,1,4006,QLD,Australia,8,587,0.78625,26.0
Ethelred,Sissel,Male,83,Programmer Analyst IV,Health,High Net Worth,No,18,2539,NSW,Australia,8,587,0.78625,45.0
Dena,Pabst,Female,39,Account Executive,Manufacturing,High Net Worth,Yes,17,3037,VIC,Australia,7,590,0.7835937499999999,33.0
Wyndham,Woolford,Male,1,Engineer IV,Manufacturing,Mass Customer,No,10,3977,VIC,Australia,6,591,0.782,40.0
Rochette,Haddacks,Female,44,Tax Accountant,Retail,Affluent Customer,Yes,13,3020,VIC,Australia,8,591,0.782,24.0
Jamal,Dudgeon,Male,83,Mechanical Systems Engineer,Financial Services,Mass Customer,No,7,3029,VIC,Australia,5,591,0.782,55.0
Levin,Coxen,Male,13,Accountant I,Property,Mass Customer,No,20,2753,NSW,Australia,8,594,0.78125,64.0
Marinna,Kauschke,Female,21,Sales Associate,Financial Services,Affluent Customer,Yes,8,3174,VIC,Australia,3,595,0.775625,47.0
Kyle,Michie,Female,6,Nurse Practicioner,Manufacturing,Mass Customer,Yes,10,3032,VIC,Australia,8,595,0.775625,61.0
Lanie,Cobbold,Male,57,Senior Sales Associate,Argiculture,Mass Customer,Yes,9,2323,NSW,Australia,5,595,0.775625,41.0
Gilbert,O'Fallone,Male,29,Assistant Media Planner,Entertainment,High Net Worth,No,1,2126,NSW,Australia,11,595,0.775625,25.0
Gerianne,Kaysor,Female,15,Project Manager,IT,Affluent Customer,No,5,2121,NSW,Australia,11,599,0.775,31.0
Esther,McOnie,Female,59,Legal Assistant,Financial Services,Mass Customer,No,14,2096,NSW,Australia,12,599,0.775,81.0
Chaim,Kingdon,Male,63,Compensation Analyst,Financial Services,Affluent Customer,Yes,15,2097,NSW,Australia,9,599,0.775,24.0
Anson,Dearnaly,Male,68,Data Coordiator,Health,Affluent Customer,Yes,11,2103,NSW,Australia,11,602,0.7735,23.0
Caitrin,Critten,Female,45,Director of Sales,Manufacturing,Mass Customer,Yes,10,4113,QLD,Australia,7,603,0.7703125,47.0
Garreth,Minett,Male,93,Physical Therapy Assistant,Financial Services,Affluent Customer,Yes,10,3163,VIC,Australia,7,604,0.765,59.0
Rozamond,Sommer,Female,27,Operator,IT,Affluent Customer,Yes,12,3129,VIC,Australia,10,604,0.765,53.0
Annabell,Downer,Female,33,Budget/Accounting Analyst II,Health,Affluent Customer,No,20,2763,NSW,Australia,9,606,0.7649999999999999,64.0
Maximilian,Geffen,Male,96,Automation Specialist III,Manufacturing,Mass Customer,Yes,20,2750,NSW,Australia,8,606,0.7649999999999999,65.0
Ajay,Worham,Female,80,Computer Systems Analyst I,Manufacturing,Mass Customer,Yes,12,2800,NSW,Australia,6,606,0.7649999999999999,40.0
Jamison,Cashin,Male,70,VP Product Management,Health,Mass Customer,Yes,5,2477,NSW,Australia,8,609,0.7625,50.0
Dorian,Emery,Female,94,Professor,Manufacturing,Mass Customer,Yes,9,2168,NSW,Australia,8,609,0.7625,21.0
Nicol,Swinford,Male,65,VP Marketing,Property,High Net Worth,No,16,4157,QLD,Australia,7,609,0.7625,43.0
Agna,Cowpe,Female,88,Staff Accountant III,Property,Mass Customer,Yes,7,4114,QLD,Australia,3,612,0.7570312499999999,51.0
Nev,Prosh,Male,29,Environmental Tech,Health,Affluent Customer,Yes,17,2148,NSW,Australia,8,612,0.7570312499999999,70.0
Lucius,Hatchell,Male,37,Media Manager II,Retail,Mass Customer,Yes,14,3782,VIC,Australia,8,612,0.7570312499999999,69.0
Francisca,Pottage,Female,63,Software Engineer II,IT,Mass Customer,No,8,2177,NSW,Australia,9,615,0.7565,63.0
Farlie,Brookz,Male,62,Administrative Assistant I,Health,Mass Customer,Yes,6,2070,NSW,Australia,12,615,0.7565,56.0
Mariette,Brookz,Female,47,Programmer II,Property,Affluent Customer,Yes,17,2049,NSW,Australia,11,617,0.7543749999999999,64.0
Beverlee,Ungerechts,Female,49,Civil Engineer,Manufacturing,Mass Customer,No,8,4020,QLD,Australia,7,617,0.7543749999999999,46.0
Nanni,Girodias,Female,61,Human Resources Manager,Retail,High Net Worth,No,16,2161,NSW,Australia,9,617,0.7543749999999999,61.0
Delcina,Hursey,Female,22,Geologist I,Financial Services,Mass Customer,Yes,7,4132,QLD,Australia,4,620,0.75,51.0
Lek,Pimblett,Male,88,Product Engineer,Financial Services,Mass Customer,Yes,6,2460,NSW,Australia,2,620,0.75,64.0
Kellyann,Adshad,Female,62,Community Outreach Specialist,Health,Mass Customer,Yes,22,2161,NSW,Australia,9,620,0.75,80.0
Ewell,Paulusch,Male,31,Engineer I,Manufacturing,Mass Customer,Yes,8,4032,QLD,Australia,7,620,0.75,22.0
Madison,Lars,Male,11,Health Coach III,Health,Mass Customer,No,19,4500,QLD,Australia,9,620,0.75,53.0
Ardis,Taree,Female,97,Chemical Engineer,Manufacturing,Affluent Customer,Yes,5,4128,QLD,Australia,9,625,0.748,60.0
Wheeler,Godsil,Male,51,Geologist IV,Manufacturing,Affluent Customer,Yes,6,2147,NSW,Australia,9,626,0.74375,26.0
Marissa,O'Scandall,Female,17,Speech Pathologist,Manufacturing,Affluent Customer,Yes,7,3199,VIC,Australia,7,626,0.74375,47.0
Terrel,Keynd,Male,30,Junior Executive,Manufacturing,Mass Customer,No,9,4221,QLD,Australia,7,626,0.74375,59.0
Augie,Swallwell,Male,42,Physical Therapy Assistant,Property,Affluent Customer,Yes,13,2400,NSW,Australia,2,626,0.74375,80.0
Dillon,Bannister,Male,7,Tax Accountant,Financial Services,Mass Customer,No,11,2062,NSW,Australia,9,626,0.74375,74.0
Osbourn,Gherardini,Male,43,Structural Engineer,Property,High Net Worth,Yes,16,2782,NSW,Australia,7,626,0.74375,33.0
Lissa,Gawn,Female,86,Legal Assistant,Health,Mass Customer,Yes,17,4503,QLD,Australia,5,632,0.74,57.0
Leisha,McConway,Female,3,Payment Adjustment Coordinator,Financial Services,Mass Customer,Yes,13,3175,VIC,Australia,8,632,0.74,44.0
Kearney,Cuddehy,Male,88,Marketing Assistant,Retail,Mass Customer,No,12,4207,QLD,Australia,6,634,0.7394999999999999,23.0
Shellysheldon,Bichard,Male,96,Desktop Support Technician,Financial Services,Mass Customer,Yes,16,4503,QLD,Australia,5,634,0.7394999999999999,66.0
Reinhard,Oscroft,Male,23,Pharmacist,Health,High Net Worth,No,18,3690,VIC,Australia,1,634,0.7394999999999999,70.0
Menard,Venmore,Male,97,Assistant Professor,Retail,High Net Worth,No,8,2197,NSW,Australia,10,637,0.7374999999999999,42.0
Andree,Breeds,Female,31,Senior Editor,Financial Services,Affluent Customer,Yes,11,3152,VIC,Australia,6,637,0.7374999999999999,65.0
Kata,Harrop,Female,70,Software Test Engineer I,Retail,Affluent Customer,Yes,13,2196,NSW,Australia,10,637,0.7374999999999999,70.0
